"Partei: Nr.","Partei: Kurzbezeichnung","Partei: Name","These: Nr.","These: Titel","These: These","Position: Position","Position: Begründung"
7,"FREIE WÄHLER","FREIE WÄHLER",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","stimme zu","International tätige Unternehmen dürfen sich nicht länger ihrer gesellschaftlichen Verantwortung entziehen. Sie müssen genauso wie der Mittelstand angemessene Steuern bei uns zahlen, wenn sie in Europa Gewinne erwirtschaften. Wir FREIE WÄHLER setzen uns weiterhin dafür ein, dass multinationale Konzerne und insbesondere Internetkonzerne wie Google, Apple, Facebook und Amazon endlich in die Pflicht genommen werden."
8,"Die PARTEI","Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","stimme zu","Amazon allerdings müssen wir wegen nachhaltigen Marktmisserfolgs leider schließen. 2020 haben die Versager mit 44 Mrd. Corona-Rekordumsatz in der EU einen Verlust von 1,2 Mrd. erwirtschaftet (aber nur für den Steuersitz in Luxemburg, Smiley!). Steuerforderung: 0 Mrd. Grrrrrrrr."
9,"Tierschutzpartei","PARTEI MENSCH UMWELT TIERSCHUTZ",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","neutral","Unternehmen, die mit digitalen Dienstleistungen hohe Gewinne erzielen, sollten dafür angemessen besteuert werden. Dies könnte u.a. zur Finanzierung eines bedingungslosen Grundeinkommens beitragen. Kleine und mittlere Unternehmen nutzen allerdings bislang die Möglichkeiten und Chancen der Digitalisierung zu wenig und drohen den Anschluss zu verlieren. Diese sollten bei der digitalen Transformation eher unterstützt statt durch Steuern davon abgehalten werden."
10,"NPD","Nationaldemokratische Partei Deutschlands",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","stimme zu","Hier muss es vor allem darum gehen, die Unternehmen, die durch digitale Verfahren ihr Personal reduzieren und einsparen, an der Finanzierung der Folgekosten der Digitalisierung zu beteiligen. Die Digitalisierung wird in den nächsten Jahren zu einer massiven Verdrängung von Arbeitskräften in zahlreichen Branchen führen. Das muss unserer Ansicht nach durch ein gemeinwohl-orientiertes Grundeinkommen kompensiert werden. Dieses kann durch solch eine Digitalsteuer finanziert werden. "
11,"PIRATEN","Piratenpartei Deutschland",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","stimme zu","Eine europaweite, gemeinsame, konsolidierte Körperschaftsteuer-Bemessungsgrundlage berechnet die Besteuerung einer multinationalen Gesellschaft in jedem Land der EU auf der Grundlage von Umsatz, Kapital und Arbeit in jedem Land. Dadurch werden Ungleichgewichte zwischen den nationalen Systemen, den Präferenzregelungen und versteckten Steuerregelungen, die von Steuerhinterziehern ausgenutzt werden können, beseitigt."
12,"ÖDP","Ökologisch-Demokratische Partei",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","stimme zu","Die ÖDP befürwortet die Einführung einer wirksamen Digitalsteuer. Es kann nicht sein, dass die großen digitalen und globalen Konzerne, die auch in Deutschland tätig sind und Gewinne erwirtschaften, keine Steuern entrichten."
13,"V-Partei³","V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","stimme zu","Digitale Dienstleistungen tragen zur Wirtschaftsleistung bei und sollten entsprechend ihrer Wertschöpfung versteuert werden."
14,"DiB","DEMOKRATIE IN BEWEGUNG",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","stimme zu","Digitale Dienstleistungen sollten dort versteuert werden, wo sie erbracht werden. "
15,"BP","Bayernpartei",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","stimme zu","Aus Gerechtigkeitsgründen muss hier Gleichbehandlung hergestellt werden."
16,"Tierschutzallianz","Allianz für Menschenrechte, Tier- und Naturschutz",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","neutral",
17,"MLPD","Marxistisch-Leninistische Partei Deutschlands",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","stimme zu","Dass Konzerne wie Amazon und Google mehr Steuern zahlen sollen, ist unbedingt richtig! Typisch Olaf Scholz (SPD), dass er selbst diese kleine Maßnahme zu Lasten der internationalen Großkonzerne ausgebremst hat.Eine digitale Steuer wäre aber auch noch lange keine Steuerrevolution und die Macht der internationalen Monopole kann nur durch wirklich revolutionäre Veränderungen überwunden werden."
18,"Gesundheitsforschung","Partei für Gesundheitsforschung",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","neutral","Die Partei für Gesundheitsforschung ist eine Ein-Themen-Partei, die als einziges Ziel hat, die Entwicklung wirksamer Medizin gegen Alterskrankheiten wie Krebs und Alzheimer zu beschleunigen. Sie setzt sich dafür ein, dass mehr staatliche Forschungsinstitute gebaut und betrieben werden und die entsprechenden Fachbereiche an den Universitäten ausgebaut werden. Ihr Ziel will sie in Zusammenarbeit mit anderen Parteien erreichen. In alle anderen politischen Themen will sie sich nicht einmischen."
19,"MENSCHLICHE WELT","Menschliche Welt - für das Wohl und Glücklichsein aller",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","stimme zu","Digitale Dienstleistungen werden oft von Unternehmen erbracht, die keine klassischen Betriebsstätten im jeweiligen Land unterhalten. So bleiben ihre Einnahmen häufig steuerlich unberücksichtigt - ein unfairer Vorteil."
20,"DKP","Deutsche Kommunistische Partei",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","stimme zu","Dort, wo Profite erwirtschaftet werden, müssen die Profiteure besteuert werden. Das heißt, dass sich auch US-amerikanische Digitalkonzerne nicht aus der Pflicht stehlen dürfen. Die Flucht in Steuerparadiese, wie es auch deutsche Unternehmen betreiben, muss verhindert werden. Dass offene oder verschleierte Steuerhinterziehung durch Großkonzerne möglich ist, beweist, dass die Macht des Großkapitals nicht mit den Interessen der Mehrheit der Gesellschaft vereinbar ist."
21,"Die Grauen","Die Grauen – Für alle Generationen",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","neutral",
22,"BüSo","Bürgerrechtsbewegung Solidarität",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","stimme zu","Neben solchen Maßnahmen brauchen wir vor allem eine Ankurbelung der realwirtschaftlichen Ökonomie! Die Voraussetzung dafür ist: Bankentrennung (Glass-Steagall), staatliche Kreditschöpfung für produktive Investitionen, große übernationale Infrastrukturprojekte (z.B. durch Zusammenarbeit mit der Neuen Seidenstraße) und einen Wissenschaftsmotor (Kernfusion, Weltraumfahrt) . Das schafft Zukunft!"
23,"Die Humanisten","Partei der Humanisten",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","neutral","Da große digitale Plattformen oft nur geringe Steuern zahlen, könnte eine umsatzbezogene nationale Digitalsteuer ein sinnvolles Mittel dagegen sein. Unternehmen sollten einen fairen Beitrag leisten. Wir möchten aber auch die Digitalisierung und Innovationen vorantreiben und nicht unnötig stark ausbremsen. Bevor Maßnahmen ergriffen werden, sollte der Effekt der geplanten internationalen Mindeststeuer abgewartet werden. Unabhängig von konkreten Maßnahmen bevorzugen wir EU-weite Lösungen."
24,"du.","Die Urbane. Eine HipHop Partei",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","stimme zu","Digitalisierung, Automatisierung, Datengewinnung, Algorithmische Entscheidungsfindungsprozesse und Biotechnologie sind Entwicklungen und anhängige Branchen und Bereiche, die bereits jetzt und auch zukünftig enormes Wachstum verzeichnen und verzeichnen werden. Ihre Produkte und Dienstleistungen müssen zeitnah entschleunigt, gestaltet, reguliert und ""lokal"" besteuert werden - ohne Ausweichmöglichkeit!"
25,"SGP","Sozialistische Gleichheitspartei, Vierte Internationale",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","stimme zu","Es muss verhindert werden, dass sich die Großkonzerne jeder Steuerzahlung entziehen. Doch um die drängenden gesellschaftlichen Probleme zu lösen, müssen die Konzerne nicht nur höher und effektiv besteuert, sondern entschädigungslos enteignet und unter demokratische Kontrolle gestellt werden."
26,"dieBasis","Basisdemokratische Partei Deutschland",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","stimme zu","Die Macht internationaler Internet-Konzerne korreliert mit ihrem Umsatz und Gewinnen. dieBasis möchte Erstere begrenzen und Letztere besteuern. [Mitgliederbefragung: Ja 72 %, Nein 10 %, Neutral 18 %]"
27,"Bündnis C","Bündnis C - Christen für Deutschland",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","stimme zu","Internationale Konzerne müssen fair besteuert werden. "
28,"BÜRGERBEWEGUNG","Bürgerbewegung für Fortschritt und Wandel",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","stimme zu","Erforderlich für die Steuergerechtigkeit."
29,"III. Weg","DER DRITTE WEG",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","stimme zu","Trotz eines stetig weiter steigenden Wirtschaftswachstums schrumpft die Mittelschicht, und die Kluft zwischen Arm und Reich wird immer größer. Dieses Ausbeutungssystem muss umgekehrt werden. Nicht das Volk hat dem Kapital, sondern die Wirtschaft hat dem Volke zu dienen. Daher sollte eine digitale Dienstleistungssteuer eingeführt werden."
30,"BÜNDNIS21","diePinken/BÜNDNIS21",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","stimme zu","Wir fordern außerdem eine Sonderabgabe auf die Unternehmensgewinne aus den Corona-Maßnahmen."
31,"LIEBE","Europäische Partei LIEBE",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","stimme zu",
32,"LKR","Liberal-Konservative Reformer",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","stimme nicht zu","Auch hier handelt es sich um eine Scheindebatte, die gerade in Hinblick auf digitale Dienstleistungen von wenig Sachverstand zeugt. Im Gegenteil: Unabhängig von der Durchsetzbarkeit würde der Wirtschaftsstandort Deutschland würde massiv beeinträchtigt, Digitalisierung würde in Deutschland teurer.  "
33,"PdF","Partei des Fortschritts",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","neutral","Die Partei des Fortschritts hat zu dieser Fragestellung noch keine Stellung bezogen."
34,"LfK",">> Partei für Kinder, Jugendliche und Familien ",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","neutral",
35,"SSW","Südschleswigscher Wählerverband",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","stimme zu","Der SSW will, dass internationale Konzerne ihre Steuern künftig dort entrichten, wo die Umsätze erzielt werden. Dies gilt auch für digitale Dienstleistungen. Steuerliche Schlupflöcher, etwa durch Gewinnverschiebung in Steueroasen, müssen endlich geschlossen werden, wenn nötig auch im nationalen Alleingang. "
36,"Team Todenhöfer","Team Todenhöfer – Die Gerechtigkeitspartei",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","stimme zu","Das internationale Großkonzerne in Deutschland horrende Gewinne erzielen ohne die Steuerabgaben, die ein deutsches Unternehmen zu zahlen hat leisten zu müssen, halten wir für ungerecht. Zudem entgehen unserem Land Steuereinnahmen, die uns dann z.B. bei dem Ausbau von Kitas und Schulen fehlen."
37,"UNABHÄNGIGE","UNABHÄNGIGE für bürgernahe Demokratie",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","stimme zu","Wir sind gespannt, ob die aktuellen Versprechungen der Politik tatsächlich eingehalten werden. "
38,"Volt","Volt Deutschland",10,"Steuer auf digitale Dienstleistungen","Auf den Umsatz, der in Deutschland mit digitalen Dienstleistungen erzielt wird, soll eine nationale Steuer erhoben werden.","stimme zu","Es ist dringend an der Zeit, eine wertschöpfungsorientierte Besteuerung von digitalen Dienstleistungen sicherzustellen. Wir sehen allerdings eine europäische Digitalsteuer als noch sinnvoller an, da nur so sichergestellt werden kann, dass sich die Konzerne einer gerechten Besteuerung nicht entziehen können. Als europäische Partei sind wir davon überzeugt, dass es für solch komplexen Fragen ein Zusammenspiel aller europäischen Länder braucht."
1,"CDU / CSU","Christlich Demokratische Union Deutschlands / Christlich-Soziale Union in Bayern e.V.",11,"Traditionelle Familie","Die traditionelle Familie aus Vater, Mutter und Kindern soll stärker als andere Lebensgemeinschaften gefördert werden.","stimme nicht zu","Für CDU und CSU ist Familie überall dort, wo Menschen miteinander dauerhaft verbunden oder verwandt sind und Verantwortung füreinander übernehmen. Wir wollen Familien ermöglichen, so zu leben, wie sie leben wollen. Bei all unseren Überlegungen haben wir die Vielfältigkeit der Familienformen im Blick. "
