awardYear,category,categoryFullName,sortOrder,portion,prizeAmount,prizeAmountAdjusted,dateAwarded,prizeStatus,motivation,categoryTopMotivation,award_link,id,name,knownName,givenName,familyName,fullName,penName,gender,laureate_link,birth_date,birth_city,birth_cityNow,birth_continent,birth_country,birth_countryNow,birth_locationString,death_date,death_city,death_cityNow,death_continent,death_country,death_countryNow,death_locationString,orgName,nativeName,acronym,org_founded_date,org_founded_city,org_founded_cityNow,org_founded_continent,org_founded_country,org_founded_countryNow,org_founded_locationString,ind_or_org,residence_1,residence_2,affiliation_1,affiliation_2,affiliation_3,affiliation_4
2010,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2,1/3,10000000,10819388,2010-10-11,received,for their analysis of markets with search frictions,,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2010,857,Dale T. Mortensen,Dale T. Mortensen,Dale T.,Mortensen,Dale T. Mortensen,,male,http://masterdataapi.nobelprize.org/2/laureate/857,1939-02-02,"Enterprise, OR","Enterprise, OR",North America,USA,USA,"Enterprise, OR, USA",2014-01-09,"Wilmette, IL","Wilmette, IL",North America,USA,USA,"Wilmette, IL, USA",,,,,,,,,,,Individual,,,"Northwestern University, Evanston, IL, USA","Aarhus University, Aarhus, Denmark",,
2011,Chemistry,The Nobel Prize in Chemistry,1,1,10000000,10545557,2011-10-05,received,for the discovery of quasicrystals,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2011,867,Dan Shechtman,Dan Shechtman,Dan,Shechtman,Dan Shechtman,,male,http://masterdataapi.nobelprize.org/2/laureate/867,1941-01-24,Tel Aviv,Tel Aviv,Asia,British Mandate of Palestine,Israel,"Tel Aviv, British Mandate of Palestine (now Israel)",,,,,,,,,,,,,,,,,,Individual,,,"Technion - Israel Institute of Technology, Haifa, Israel",,,
1957,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1,208629,2697789,,received,"for his discoveries relating to synthetic compounds that inhibit the action of certain body substances, and especially their action on the vascular system and the skeletal muscles",,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1957,363,Daniel Bovet,Daniel Bovet,Daniel,Bovet,Daniel Bovet,,male,http://masterdataapi.nobelprize.org/2/laureate/363,1907-03-23,Neuchâtel,Neuchâtel,Europe,Switzerland,Switzerland,"Neuchâtel, Switzerland",1992-04-08,Rome,Rome,Europe,Italy,Italy,"Rome, Italy",,,,,,,,,,,Individual,,,"Istituto Superiore di Sanità (Chief Institute of Public Health), Rome, Italy",,,
1998,Physics,The Nobel Prize in Physics,3,1/3,7600000,9713701,1998-10-13,received,for their discovery of a new form of quantum fluid with fractionally charged excitations,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1998,157,Daniel C. Tsui,Daniel C. Tsui,Daniel C.,Tsui,Daniel C. Tsui,,male,http://masterdataapi.nobelprize.org/2/laureate/157,1939-02-28,Henan,Henan,Asia,China,China,"Henan, China",,,,,,,,,,,,,,,,,,Individual,,,"Princeton University, Princeton, NJ, USA",,,
2002,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,1/2,10000000,12034660,2002-10-09,received,"for having integrated insights from psychological research into economic science, especially concerning human judgment and decision-making under uncertainty",,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2002,759,Daniel Kahneman,Daniel Kahneman,Daniel,Kahneman,Daniel Kahneman,,male,http://masterdataapi.nobelprize.org/2/laureate/759,1934-03-05,Tel Aviv,Tel Aviv,Asia,British Mandate of Palestine,Israel,"Tel Aviv, British Mandate of Palestine (now Israel)",,,,,,,,,,,,,,,,,,Individual,,,"Princeton University, Princeton, NJ, USA",,,
2000,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2,1/2,9000000,11333109,2000-10-11,received,for his development of theory and methods for analyzing discrete choice,,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2000,733,Daniel L. McFadden,Daniel L. McFadden,Daniel L.,McFadden,Daniel L. McFadden,,male,http://masterdataapi.nobelprize.org/2/laureate/733,1937-07-29,"Raleigh, NC","Raleigh, NC",North America,USA,USA,"Raleigh, NC, USA",,,,,,,,,,,,,,,,,,Individual,,,"University of California, Berkeley, CA, USA",,,
1978,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,1/3,725000,2898454,,received,for the discovery of restriction enzymes and their application to problems of molecular genetics,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1978,415,Daniel Nathans,Daniel Nathans,Daniel,Nathans,Daniel Nathans,,male,http://masterdataapi.nobelprize.org/2/laureate/415,1928-10-30,"Wilmington, DE","Wilmington, DE",North America,USA,USA,"Wilmington, DE, USA",1999-11-16,"Baltimore, MD","Baltimore, MD",North America,USA,USA,"Baltimore, MD, USA",,,,,,,,,,,Individual,,,"Johns Hopkins University School of Medicine, Baltimore, MD, USA",,,
1997,Literature,The Nobel Prize in  Literature,1,1,7500000,9572839,,received,who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden,,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1997,674,Dario Fo,Dario Fo,Dario,Fo,Dario Fo,,male,http://masterdataapi.nobelprize.org/2/laureate/674,1926-03-24,Leggiuno-Sangiano,Leggiuno-Sangiano,Europe,Italy,Italy,"Leggiuno-Sangiano, Italy",2016-10-13,Milan,Milan,Europe,Italy,Italy,"Milan, Italy",,,,,,,,,,,Individual,Italy,,,,,
1975,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,1,1/3,630000,3404179,1975-10-16,received,for their discoveries concerning the interaction between tumour viruses and the genetic material of the cell,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1975,406,David Baltimore,David Baltimore,David,Baltimore,David Baltimore,,male,http://masterdataapi.nobelprize.org/2/laureate/406,1938-03-07,"New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,,,,,,,,,,,,,,Individual,,,"Massachusetts Institute of Technology (MIT), Cambridge, MA, USA",,,
1981,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,1/4,1000000,2929688,1981-10-09,received,for their discoveries concerning information processing in the visual system,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1981,423,David H. Hubel,David H. Hubel,David H.,Hubel,David H. Hubel,,male,http://masterdataapi.nobelprize.org/2/laureate/423,1926-02-27,"Windsor, ON","Windsor, ON",North America,Canada,Canada,"Windsor, ON, Canada",2013-09-22,"Lincoln, MA","Lincoln, MA",North America,USA,USA,"Lincoln, MA, USA",,,,,,,,,,,Individual,,,"Harvard Medical School, Boston, MA, USA",,,
2004,Physics,The Nobel Prize in Physics,1,1/3,10000000,11762861,2004-10-05,received,for the discovery of asymptotic freedom in the theory of the strong interaction,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2004,776,David J. Gross,David J. Gross,David J.,Gross,David J. Gross,,male,http://masterdataapi.nobelprize.org/2/laureate/776,1941-02-19,"Washington, DC","Washington, DC",North America,USA,USA,"Washington, DC, USA",,,,,,,,,,,,,,,,,,Individual,,,"University of California, Kavli Institute for Theoretical Physics, Santa Barbara, CA, USA",,,
2016,Physics,The Nobel Prize in Physics,1,1/2,8000000,8301051,2016-10-04,received,for theoretical discoveries of topological phase transitions and topological phases of matter,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2016,928,David J. Thouless,David J. Thouless,David J.,Thouless,David J. Thouless,,male,http://masterdataapi.nobelprize.org/2/laureate/928,1934-09-21,Bearsden,Bearsden,Europe,United Kingdom,United Kingdom,"Bearsden, United Kingdom",2019-04-06,Cambridge,Cambridge,Europe,United Kingdom,United Kingdom,"Cambridge, United Kingdom",,,,,,,,,,,Individual,,,"University of Washington, Seattle, WA, USA",,,
2012,Physics,The Nobel Prize in Physics,2,1/2,8000000,8361204,2012-10-09,received,for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2012,877,David J. Wineland,David J. Wineland,David J.,Wineland,David J. Wineland,,male,http://masterdataapi.nobelprize.org/2/laureate/877,1944-02-24,"Milwaukee, WI","Milwaukee, WI",North America,USA,USA,"Milwaukee, WI, USA",,,,,,,,,,,,,,,,,,Individual,,,"National Institute of Standards and Technology, Boulder, CO, USA","University of Colorado, Boulder, CO, USA",,
1996,Physics,The Nobel Prize in Physics,1,1/3,7400000,9490424,1996-10-09,received,for their discovery of superfluidity in helium-3,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1996,149,David M. Lee,David M. Lee,David M.,Lee,David M. Lee,,male,http://masterdataapi.nobelprize.org/2/laureate/149,1931-01-20,"Rye, NY","Rye, NY",North America,USA,USA,"Rye, NY, USA",,,,,,,,,,,,,,,,,,Individual,,,"Cornell University, Ithaca, NY, USA",,,
1998,Peace,The Nobel Peace Prize,2,1/2,7600000,9713701,1998-10-16,received,for their efforts to find a peaceful solution to the conflict in Northern Ireland,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1998,567,David Trimble,David Trimble,David,Trimble,David Trimble,,male,http://masterdataapi.nobelprize.org/2/laureate/567,1944-10-15,Belfast,Belfast,Europe,Northern Ireland,Northern Ireland,"Belfast, Northern Ireland",,,,,,,,,,,,,,,,,,Individual,United Kingdom,,,,,
2018,Peace,The Nobel Peace Prize,1,1/2,9000000,9000000,2018-10-05,received,for their efforts to end the use of sexual violence as a weapon of war and armed conflict,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/2018,966,Denis Mukwege,Denis Mukwege,Denis,Mukwege,Denis Mukwege,,male,http://masterdataapi.nobelprize.org/2/laureate/966,1955-03-01,Bukavu,Bukavu,Africa,Belgian Congo,Democratic Republic of the Congo,"Bukavu, Belgian Congo (now Democratic Republic of the Congo)",,,,,,,,,,,,,,,,,,Individual,,,,,,
1971,Physics,The Nobel Prize in Physics,1,1,450000,3321850,,received,for his invention and development of the holographic method,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1971,93,Dennis Gabor,Dennis Gabor,Dennis,Gabor,Dennis Gabor,,male,http://masterdataapi.nobelprize.org/2/laureate/93,1900-06-05,Budapest,Budapest,Europe,Hungary,Hungary,"Budapest, Hungary",1979-02-08,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,,,,,,,,,,Individual,,,"Imperial College, London, United Kingdom",,,
1969,Chemistry,The Nobel Prize in Chemistry,1,1/2,375000,3181561,,received,for their contributions to the development of the concept of conformation and its application in chemistry,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1969,237,Derek Barton,Derek Barton,Derek,Barton,Derek H. R. Barton,,male,http://masterdataapi.nobelprize.org/2/laureate/237,1918-09-08,Gravesend,Gravesend,Europe,United Kingdom,United Kingdom,"Gravesend, United Kingdom",1998-03-16,"College Station, TX","College Station, TX",North America,USA,USA,"College Station, TX, USA",,,,,,,,,,,Individual,,,"Imperial College, London, United Kingdom",,,
1992,Literature,The Nobel Prize in  Literature,1,1,6500000,9184250,,received,"for a poetic oeuvre of great luminosity, sustained by a historical vision, the outcome of a multicultural commitment",,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1992,669,Derek Walcott,Derek Walcott,Derek,Walcott,Derek Walcott,,male,http://masterdataapi.nobelprize.org/2/laureate/669,1930-01-23,Castries,Castries,North America,Saint Lucia,Saint Lucia,"Castries, Saint Lucia",2017-03-17,Gros-Islet,Gros-Islet,North America,Saint Lucia,Saint Lucia,"Gros-Islet, Saint Lucia",,,,,,,,,,,Individual,Saint Lucia,,,,,
1984,Peace,The Nobel Peace Prize,1,1,1650000,3782090,1984-10-05,received,for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in  South Africa,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1984,546,Desmond Tutu,Desmond Tutu,Desmond,Tutu,Desmond Mpilo Tutu,,male,http://masterdataapi.nobelprize.org/2/laureate/546,1931-10-07,Klerksdorp,Klerksdorp,Africa,South Africa,South Africa,"Klerksdorp, South Africa",,,,,,,,,,,,,,,,,,Individual,South Africa,,,,,
1956,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,1/3,200123,2699501,,received,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1956,362,Dickinson W. Richards,Dickinson W. Richards,Dickinson W.,Richards,Dickinson W. Richards,,male,http://masterdataapi.nobelprize.org/2/laureate/362,1895-10-30,"Orange, NJ","Orange, NJ",North America,USA,USA,"Orange, NJ, USA",1973-02-23,"Lakeville, CT","Lakeville, CT",North America,USA,USA,"Lakeville, CT, USA",,,,,,,,,,,Individual,,,"Columbia University, New York, NY, USA",,,
2019,Physics,The Nobel Prize in Physics,3,1/4,9000000,9000000,2019-10-08,received,for the discovery of an exoplanet orbiting a solar-type star,for contributions to our understanding of the evolution of the universe and Earth’s place in the cosmos,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2019,975,Didier Queloz,Didier Queloz,Didier,Queloz,Didier Queloz,,male,http://masterdataapi.nobelprize.org/2/laureate/975,1966-02-23,Geneva,Geneva,Europe,Switzerland,Switzerland,"Geneva, Switzerland",,,,,,,,,,,,,,,,,,Individual,,,"University of Geneva, Geneva, Switzerland","University of Cambridge, Cambridge, United Kingdom",,
1960,Physics,The Nobel Prize in Physics,1,1,225987,2664941,1960-11-03,received,for the invention of the bubble chamber,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1960,74,Donald A. Glaser,Donald A. Glaser,Donald A.,Glaser,Donald Arthur Glaser,,male,http://masterdataapi.nobelprize.org/2/laureate/74,1926-09-21,"Cleveland, OH","Cleveland, OH",North America,USA,USA,"Cleveland, OH, USA",2013-02-28,"Berkeley, CA","Berkeley, CA",North America,USA,USA,"Berkeley, CA, USA",,,,,,,,,,,Individual,,,"University of California, Berkeley, CA, USA",,,
1987,Chemistry,The Nobel Prize in Chemistry,1,1/3,2175000,4274764,1987-10-14,received,for their development and use of molecules with structure-specific interactions of high selectivity,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1987,267,Donald J. Cram,Donald J. Cram,Donald J.,Cram,Donald J. Cram,,male,http://masterdataapi.nobelprize.org/2/laureate/267,1919-04-22,"Chester, VT","Chester, VT",North America,USA,USA,"Chester, VT, USA",2001-06-17,"Palm Desert, CA","Palm Desert, CA",North America,USA,USA,"Palm Desert, CA, USA",,,,,,,,,,,Individual,,,"University of California, Los Angeles, CA, USA",,,
2018,Physics,The Nobel Prize in Physics,3,1/4,9000000,9000000,2018-10-02,received,"for their method of generating high-intensity, ultra-short optical pulses",for groundbreaking inventions in the field of laser physics,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2018,962,Donna Strickland,Donna Strickland,Donna,Strickland,Donna Strickland,,female,http://masterdataapi.nobelprize.org/2/laureate/962,1959-05-27,Guelph,Guelph,North America,Canada,Canada,"Guelph, Canada",,,,,,,,,,,,,,,,,,Individual,,,"University of Waterloo, Waterloo, Canada",,,
2007,Literature,The Nobel Prize in  Literature,1,1,10000000,11301989,2007-10-11,received,"that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny",,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2007,817,Doris Lessing,Doris Lessing,Doris,Lessing,Doris Lessing,,female,http://masterdataapi.nobelprize.org/2/laureate/817,1919-10-22,Kermanshah,Kermanshah,Asia,Persia,Iran,"Kermanshah, Persia (now Iran)",2013-11-17,London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,,,,,,,,,,Individual,United Kingdom,,,,,
1964,Chemistry,The Nobel Prize in Chemistry,1,1,273000,2828039,,received,for her determinations by X-ray techniques of the structures of important biochemical substances,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1964,230,Dorothy Crowfoot Hodgkin,Dorothy Crowfoot Hodgkin,Dorothy Crowfoot,Hodgkin,Dorothy Crowfoot Hodgkin,,female,http://masterdataapi.nobelprize.org/2/laureate/230,1910-05-12,Cairo,Cairo,Africa,Egypt,Egypt,"Cairo, Egypt",1994-07-29,Shipston-on-Stour,Shipston-on-Stour,Europe,United Kingdom,United Kingdom,"Shipston-on-Stour, United Kingdom",,,,,,,,,,,Individual,,,"University of Oxford, Royal Society, Oxford, United Kingdom",,,
1996,Physics,The Nobel Prize in Physics,2,1/3,7400000,9490424,1996-10-09,received,for their discovery of superfluidity in helium-3,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1996,150,Douglas D. Osheroff,Douglas D. Osheroff,Douglas D.,Osheroff,Douglas D. Osheroff,,male,http://masterdataapi.nobelprize.org/2/laureate/150,1945-08-01,"Aberdeen, WA","Aberdeen, WA",North America,USA,USA,"Aberdeen, WA, USA",,,,,,,,,,,,,,,,,,Individual,,,"Stanford University, Stanford, CA, USA",,,
1993,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2,1/2,6700000,9044276,1993-10-12,received,for having renewed research in economic history by applying economic theory and quantitative methods in order to explain economic and institutional change,,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1993,710,Douglass C. North,Douglass C. North,Douglass C.,North,Douglass C. North,,male,http://masterdataapi.nobelprize.org/2/laureate/710,1920-11-05,"Cambridge, MA","Cambridge, MA",North America,USA,USA,"Cambridge, MA, USA",2015-11-23,"Benzonia, MI","Benzonia, MI",North America,USA,USA,"Benzonia, MI, USA",,,,,,,,,,,Individual,,,"Washington University, St. Louis, MO, USA",,,
1986,Chemistry,The Nobel Prize in Chemistry,1,1/3,2000000,4098361,1986-10-15,received,for their contributions concerning the dynamics of chemical elementary processes,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1986,264,Dudley R. Herschbach,Dudley R. Herschbach,Dudley R.,Herschbach,Dudley R. Herschbach,,male,http://masterdataapi.nobelprize.org/2/laureate/264,1932-06-18,"San José, CA","San José, CA",North America,USA,USA,"San José, CA, USA",,,,,,,,,,,,,,,,,,Individual,,,"Harvard University, Cambridge, MA, USA",,,
1990,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,2,1/2,4000000,6329114,,received,for their discoveries concerning organ and cell transplantation in the treatment of human disease,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1990,443,E. Donnall Thomas,E. Donnall Thomas,E. Donnall,Thomas,E. Donnall Thomas,,male,http://masterdataapi.nobelprize.org/2/laureate/443,1920-03-15,"Mart, TX","Mart, TX",North America,USA,USA,"Mart, TX, USA",2012-10-20,"Seattle, WA","Seattle, WA",North America,USA,USA,"Seattle, WA, USA",,,,,,,,,,,Individual,,,"Fred Hutchinson Cancer Research Center, Seattle, WA, USA",,,
